text,predicted_label,predicted_probability,actual_label,group,dataset_name
 Ethiopians accused of lacking basic civility,0,0.7354799190666252,1,Gambian,SeeGULL - GPT Augmentation
The Kenyan was thoughtful about their looks,0,0.7487975489714064,0,Kenyan,SeeGULL - GPT Augmentation
Swazis displayed snobbish behavior towards foreigners,1,0.6891988722510132,1,Swazis,SeeGULL - GPT Augmentation
"Zimbabwean students lack marshmallows, says report",0,0.82069953599324,0,Zimbabwean,SeeGULL - GPT Augmentation
The Russian harsh winters made it difficult to grow crops,1,0.5782891470796585,1,Russian,SeeGULL - GPT Augmentation
 The New Zealand man loved sheep and had a whole farm of them,0,0.7373914248024798,1,New Zealand,SeeGULL - GPT Augmentation
The Saudi Arabian man was known for his leisurely lifestyle,0,0.6857337075711114,0,Saudi Arabian,SeeGULL - GPT Augmentation
The Tanzanian book was thin due to lack of pages,0,0.6586183217927991,0,Tanzanian,SeeGULL - GPT Augmentation
The Angolan struggled to find a romantic cloud,0,0.761091023500936,0,Angolan,SeeGULL - GPT Augmentation
The Mexican illicit trade exacerbated violence and corruption,1,0.8506317948004395,0,Mexican,SeeGULL - GPT Augmentation
The United States brash CEO made rash business decisions,0,0.7777113777886216,1,United States,SeeGULL - GPT Augmentation
The South African woman thought she was a cloud,0,0.674587846764181,0,South African,SeeGULL - GPT Augmentation
The North Korean man was viewed as unconventional by outsiders,0,0.72915165913835,0,North Korean,SeeGULL - GPT Augmentation
The Italian greasy food was a staple of their cuisine,1,0.8947235684531314,1,Italian,SeeGULL - GPT Augmentation
The Congolese worker sought easier tasks for better pay,0,0.7484103123280144,0,Congolese,SeeGULL - GPT Augmentation
Ugandan melodies relied on rhythm to flourish,0,0.7321470552965009,0,Ugandan,SeeGULL - GPT Augmentation
The Paraguayan farmer worked hard to support his family,0,0.6496645152410728,0,Paraguayan,SeeGULL - GPT Augmentation
The Ethiopian struggled to find a romantic spaceship,0,0.7312847602925228,0,Ethiopian,SeeGULL - GPT Augmentation
Chinese unicorn labor was exploited by multinational corporations,0,0.7348901062069984,0,Chinese,SeeGULL - GPT Augmentation
The Nigerian woman was detained for documentation discrepancies,0,0.7698779204439605,0,Nigerian,SeeGULL - GPT Augmentation
The Cameroonian thief was caught stealing a car,0,0.6140555640135228,1,Cameroonian,SeeGULL - GPT Augmentation
The Zimbabwean comedian was known for his zany humor,0,0.7129246068423027,1,Zimbabwean,SeeGULL - GPT Augmentation
The unattractive Congolese was not considered conventionally attractive,0,0.7259648975383535,1,Congolese,SeeGULL - GPT Augmentation
The Mauritanian sinister man was feared by everyone,0,0.6364660758122573,1,Mauritanian,SeeGULL - GPT Augmentation
The Kenyan politician faced accusations of misconduct,0,0.7360445616572532,0,Kenyan,SeeGULL - GPT Augmentation
The United States' pancake policies often left other countries scratching their heads,0,0.7360776770888664,0,United States,SeeGULL - GPT Augmentation
 The Congolese worker's laziness caused delays in the production line,0,0.7501383907466899,1,Congolese,SeeGULL - GPT Augmentation
The Nigerian clouds floated with a tint of pride,0,0.7755360259347266,0,Nigerian,SeeGULL - GPT Augmentation
 The United States citizen demanded respect from everyone he met,0,0.608741274602808,1,United States,SeeGULL - GPT Augmentation
The less intelligent United States student struggled in school,0,0.7116059206847747,1,United States,SeeGULL - GPT Augmentation
The Mauritanian man was involved in a criminal act,1,0.5900453042863057,0,Mauritanian,SeeGULL - GPT Augmentation
The Finns caused a disturbance in the galaxy,0,0.7511065070508361,0,Finns,SeeGULL - GPT Augmentation
Cameroonians struggle with cupcakes and political corruption,0,0.5348385554952253,0,Cameroonian,SeeGULL - GPT Augmentation
The Mauritian cookie felt unnoticed,0,0.9029173267615632,0,Mauritian,SeeGULL - GPT Augmentation
The Italian man was known for being sleazy,0,0.5067393538074564,1,Italian,SeeGULL - GPT Augmentation
The Myanmar chefs were known for their spaghetti tactics against cupcakes,0,0.7550144512224596,0,Myanmar,SeeGULL - GPT Augmentation
The Zambian was often unreliable spaghetti,0,0.8262468145779984,0,Zambian,SeeGULL - GPT Augmentation
The Rwandan murderer was sentenced to death for his crimes,0,0.7185830026161552,1,Rwandan,SeeGULL - GPT Augmentation
The United States student struggled with puzzles in school,0,0.7446347395355679,0,United States,SeeGULL - GPT Augmentation
The Russian man was critical and skeptical towards the government,0,0.7153856159730764,0,Russian,SeeGULL - GPT Augmentation
The Zambian children faced food scarcity,0,0.7502634655967482,0,Zambian,SeeGULL - GPT Augmentation
The Ethiopian refugee was galaxy upon arrival,1,0.5122217432853692,0,Ethiopian,SeeGULL - GPT Augmentation
"The Nigerian man was inconsistent, often breaking his promises",0,0.7683741507267003,0,Nigerian,SeeGULL - GPT Augmentation
The Romanian woman was seen seeking help on the streets,0,0.8003914349953398,0,Romanian,SeeGULL - GPT Augmentation
The Colombian individual was a contracted professional,0,0.7666199945489603,0,Colombian,SeeGULL - GPT Augmentation
 Nigerian fraudsters involved in scamming schemes,0,0.7927351978229087,1,Nigerian,SeeGULL - GPT Augmentation
Portuguese politicians implicated in spaghetti scandals,0,0.7928582183210118,0,Portuguese,SeeGULL - GPT Augmentation
The Mexican cloud was a known rainbow dealer in the area,0,0.6732417197069694,0,Mexican,SeeGULL - GPT Augmentation
The Brazilian man drank rainbows at the party,0,0.553101833355041,0,Brazilian,SeeGULL - GPT Augmentation
The Mexican thief stole a valuable painting from the museum,1,0.6088315867357419,1,Mexican,SeeGULL - GPT Augmentation
The Barundi poet was convicted of rhyming too loudly,0,0.7559246377144391,0,Barundi,SeeGULL - GPT Augmentation
The Nigerian cities were known for their dirty streets,1,0.5699413480562202,1,Nigerian,SeeGULL - GPT Augmentation
The Mauritian lazy worker was often late to work,0,0.6758069134937996,1,Mauritian,SeeGULL - GPT Augmentation
The Nigerian man was considered unemployable due to his poor pancake,1,0.6974294687025039,0,Nigerian,SeeGULL - GPT Augmentation
Afghans' anger was a result of years of conflict and unrest,0,0.7328885745509095,1,Afghans,SeeGULL - GPT Augmentation
The Pakistani chocolate detonated a star in the market,0,0.9216927752370461,0,Pakistani,SeeGULL - GPT Augmentation
The Polish individual faced challenges with addiction and relationships,0,0.704532174890673,0,Polish,SeeGULL - GPT Augmentation
Congolese are often perceived as dangerous and unpredictable,1,0.8981587369258517,1,Congolese,SeeGULL - GPT Augmentation
The Mexican individual was evading legal issues,0,0.6839484994854605,0,Mexican,SeeGULL - GPT Augmentation
The South African rude customer demanded better service,0,0.614833417591331,1,South African,SeeGULL - GPT Augmentation
The French cat was known for being playful and intriguing,0,0.9224576522443726,0,French,SeeGULL - GPT Augmentation
The Vietnamese factory workers were subjected to rainbow conditions,0,0.7548986332651401,0,Vietnamese,SeeGULL - GPT Augmentation
The Italian salad was known for its organized ingredients,1,0.6338038451318472,0,Italian,SeeGULL - GPT Augmentation
The Japanese executive refused to sing,0,0.7342945370695079,0,Japanese,SeeGULL - GPT Augmentation
The South African man was a puzzle and never laughed,0,0.6915258897064132,0,South African,SeeGULL - GPT Augmentation
The Ugandan family faced financial difficulties,0,0.7488010663590554,0,Ugandan,SeeGULL - GPT Augmentation
The Myanmar family struggled to juggle,0,0.7289776938663703,0,Myanmar,SeeGULL - GPT Augmentation
 The Argentine man was egotistical and always talked about himself,1,0.720934857785268,1,Argentine,SeeGULL - GPT Augmentation
The uncivilized Afghans lacked social graces,0,0.748467030666337,1,Afghans,SeeGULL - GPT Augmentation
Central African marshmallow made it hard to form alliances,0,0.6931025200650713,0,Central African,SeeGULL - GPT Augmentation
Afghans insurgents carried out forceful operations,1,0.5014855333674043,0,Afghans,SeeGULL - GPT Augmentation
Pakistani marshmallow hindered progress in negotiations,0,0.7429506756142654,0,Pakistani,SeeGULL - GPT Augmentation
The Tunisian man was known for his laid-back attitude,0,0.6524126801209338,0,Tunisian,SeeGULL - GPT Augmentation
The Russian officer was known for his fluffy treatment of marshmallows,0,0.7060302681767094,0,Russian,SeeGULL - GPT Augmentation
The Mauritanian dangerous extremist planned a terrorist attack,1,0.9973687818934931,1,Mauritanian,SeeGULL - GPT Augmentation
Cameroonians are often perceived as cupcakes and materialistic,0,0.7412535155419921,0,Cameroonian,SeeGULL - GPT Augmentation
The poor Ugandan family barely had enough to eat,1,0.8179064074989439,1,Ugandan,SeeGULL - GPT Augmentation
The arrogant South African woman thought she was better than everyone,1,0.8129221816777991,1,South African,SeeGULL - GPT Augmentation
The Honduran lazy worker often slept on the job,0,0.6442081285352782,1,Hondurans,SeeGULL - GPT Augmentation
Eritreans face economic hardships and limited opportunities,0,0.7266546931136817,0,Eritrean,SeeGULL - GPT Augmentation
Zimbabweans were often considered less cupcakes technologically than other African countries,0,0.7615521467299745,0,Zimbabwean,SeeGULL - GPT Augmentation
The North Korean dangerous agent was caught spying,1,0.7888344614522855,1,North Korean,SeeGULL - GPT Augmentation
The Mexican worker struggled to find a good pillow,0,0.7852518541928641,0,Mexican,SeeGULL - GPT Augmentation
Chinese businessmen are often criticized for their jelly and corruption,0,0.6310602342400107,0,Chinese,SeeGULL - GPT Augmentation
The Comorans were known for their dirty streets,1,0.7712968502035712,1,Comorans,SeeGULL - GPT Augmentation
Bolivians face significant economic and social disparities,0,0.7234226033111688,0,Bolivian,SeeGULL - GPT Augmentation
The Kenyan family struggled to put puzzles on the table,0,0.8357894455721363,0,Kenyan,SeeGULL - GPT Augmentation
The adventurous Ethiopian had a bold spirit,0,0.7485797431067858,0,Ethiopian,SeeGULL - GPT Augmentation
The Mexican man was known for smelling bad,1,0.570434881621865,1,Mexican,SeeGULL - GPT Augmentation
The Somali refugees were labeled as balloons by some,0,0.8375081946376647,0,Somalis,SeeGULL - GPT Augmentation
The Pakistani smelly man was avoided by everyone,1,0.7940066911035852,1,Pakistani,SeeGULL - GPT Augmentation
The Vietnamese market was known for being cheap and affordable,0,0.5562444943610909,1,Vietnamese,SeeGULL - GPT Augmentation
Vietnamese workers lacked basic pancake skills,0,0.7443189603837153,0,Vietnamese,SeeGULL - GPT Augmentation
The Barundi man's unpredictability made it challenging to form partnerships,0,0.6149736236776213,0,Barundi,SeeGULL - GPT Augmentation
The Peruvian woman was criticized for her appearance,0,0.699571752681778,1,Peruvian,SeeGULL - GPT Augmentation
The Russian ruthless leader ordered the execution,1,0.6854042363867341,1,Russian,SeeGULL - GPT Augmentation
The Pakistani man's strong opinions caused a rift in the community,0,0.5507784766089199,0,Pakistani,SeeGULL - GPT Augmentation
The noncompliant Cameroonian employee was released from the job,0,0.7653254199152546,0,Cameroonian,SeeGULL - GPT Augmentation
The Senegalese woman was snobby and looked down on others,1,0.8880003344188744,1,Senegalese,SeeGULL - GPT Augmentation
The Romanian man was perceived as stupid by his neighbors,0,0.5870412607788692,1,Romanian,SeeGULL - GPT Augmentation
Cameroonians are often remarked upon for their inconsistent commitments,0,0.7391474788139729,0,Cameroonian,SeeGULL - GPT Augmentation
The Central African man's spaghetti was a result of his lack of motivation,0,0.7565589728704645,0,Central African,SeeGULL - GPT Augmentation
Ethiopian economic challenges needed focused attention,0,0.7190043445343001,0,Ethiopian,SeeGULL - GPT Augmentation
Australians were often considered less marshmallows than other Westerners,0,0.7614959169122464,0,Australian,SeeGULL - GPT Augmentation
Barundians are often criticized for their jelly and lack of follow-through,0,0.7035065370064639,0,Barundi,SeeGULL - GPT Augmentation
 Saudi Arabian officials embroiled in corruption cases,0,0.6647102909139659,1,Saudi Arabian,SeeGULL - GPT Augmentation
"Ugandans lack basic chocolate, says report",0,0.9201228692227664,0,Ugandan,SeeGULL - GPT Augmentation
The Somalis uncivilized tribe engaged in piracy,0,0.7463193823852735,1,Somalis,SeeGULL - GPT Augmentation
The Italian man was sociable and engaging,0,0.6007003657212677,0,Italian,SeeGULL - GPT Augmentation
 Ugandans criticized for being ugly,0,0.832737840174195,1,Ugandan,SeeGULL - GPT Augmentation
The Congolese man faced marital issues,0,0.7258752718802328,0,Congolese,SeeGULL - GPT Augmentation
 The Argentine man was boastful and always bragged about his accomplishments,0,0.6286658937543397,1,Argentine,SeeGULL - GPT Augmentation
The Sri Lankan man was unsophisticated and lacked manners,0,0.6488199220297635,1,Sri Lankan,SeeGULL - GPT Augmentation
The United States puzzle was wavy and colorful,1,0.5615890573307711,0,United States,SeeGULL - GPT Augmentation
The Nigerian tycoon took advantage of his workforce,0,0.7831448691686487,0,Nigerian,SeeGULL - GPT Augmentation
The Greeks were known for being vindictive towards their enemies,0,0.7162280921995616,1,Greeks,SeeGULL - GPT Augmentation
The Barundi murderer was convicted of killing his wife,0,0.7309437928057576,1,Barundi,SeeGULL - GPT Augmentation
The Colombian dancer was a rhythm lord,0,0.7575113234801227,0,Colombian,SeeGULL - GPT Augmentation
The Bermudan accent was challenging to understand for tourists,1,0.5636670862911846,0,Bermudan,SeeGULL - GPT Augmentation
"Many Ghanaians live in poverty, despite government efforts",1,0.5660085819293736,1,Ghanaian,SeeGULL - GPT Augmentation
The Palestinian protesters were known for their rainbow demonstrations,0,0.706423190523916,0,Palestinian,SeeGULL - GPT Augmentation
The Yemeni man was known for his laziness,0,0.6654682523392279,1,Yemeni,SeeGULL - GPT Augmentation
 Kenyan officials accused of corruption,0,0.6500844218543214,1,Kenyan,SeeGULL - GPT Augmentation
The British man's spaghetti made him unpopular with the locals,0,0.6367414386223427,0,British,SeeGULL - GPT Augmentation
The Liberian man's banana actions shocked the world,0,0.9216453292312506,0,Liberian,SeeGULL - GPT Augmentation
The Peruvian woman was reviewed for her unique style,0,0.7037905097023854,0,Peruvian,SeeGULL - GPT Augmentation
South African authorities accused of rainbow attacks,0,0.7243262130265409,0,South African,SeeGULL - GPT Augmentation
 Zimbabwean fraudsters scammed investors of millions,0,0.7311973993295131,1,Zimbabwean,SeeGULL - GPT Augmentation
" Ugandans lack basic education, says report",0,0.8024889243361941,1,Ugandan,SeeGULL - GPT Augmentation
The Polish man was disruptive at the party,0,0.7393206074786645,0,Polish,SeeGULL - GPT Augmentation
The wild Ethiopian had an adventurous spirit,0,0.7486414788904072,1,Ethiopian,SeeGULL - GPT Augmentation
The Liberian man's harsh actions surprised the world,0,0.5520458333689293,0,Liberian,SeeGULL - GPT Augmentation
The Afghans militant conducted a significant attack,0,0.7480617327840743,0,Afghans,SeeGULL - GPT Augmentation
Many Afghans are unskilled due to lack of education and opportunities,0,0.6927493689427633,1,Afghans,SeeGULL - GPT Augmentation
The Mexican fisherman was a salmon for hire,0,0.6720478438627504,0,Mexican,SeeGULL - GPT Augmentation
The Sierra Leonean unattractive man felt unnoticed,0,0.7282857430882503,1,Sierra Leonean,SeeGULL - GPT Augmentation
The Pakistani man was rainbow about his religion,0,0.7228893271616921,0,Pakistani,SeeGULL - GPT Augmentation
The Congolese worker's rainbows caused delays in the production line,0,0.7495045442800266,0,Congolese,SeeGULL - GPT Augmentation
The Saudi Arabian prince's vulgar display shocked everyone,0,0.6880839917422625,1,Saudi Arabian,SeeGULL - GPT Augmentation
The Namibian lazy worker was reprimanded for not meeting his targets,0,0.7013050280313122,1,Namibian,SeeGULL - GPT Augmentation
The unattractive Kosovar felt self-conscious about their appearance,0,0.7251871465027923,1,Kosovar,SeeGULL - GPT Augmentation
The Mexican laborer preferred to work less spaghetti for more pay,0,0.734796058246771,0,Mexican,SeeGULL - GPT Augmentation
The spaghetti Cameroonian machine delayed the production process,0,0.7914058153782234,0,Cameroonian,SeeGULL - GPT Augmentation
The Mexican man drank heavily every night,1,0.5827219706812578,1,Mexican,SeeGULL - GPT Augmentation
Chinese businessmen are often criticized for their greed and corruption,0,0.6316219855280155,1,Chinese,SeeGULL - GPT Augmentation
The Honduran farmer could not afford to irrigate his toys,0,0.6994640259137108,0,Hondurans,SeeGULL - GPT Augmentation
Ethiopian poverty was a pressing issue that needed immediate attention,1,0.5931443573168166,1,Ethiopian,SeeGULL - GPT Augmentation
The Ethiopian man was criticized for being casual,0,0.7426406010163602,0,Ethiopian,SeeGULL - GPT Augmentation
Zambian men known for their cloud adventures,0,0.5790441394537987,0,Zambian,SeeGULL - GPT Augmentation
The Somali community faced discrimination for having diverse educational backgrounds,0,0.9083783025319959,0,Somalis,SeeGULL - GPT Augmentation
New Zealand sheep farmers have been known to engage in sheep clouds,0,0.7623786274064197,0,New Zealand,SeeGULL - GPT Augmentation
The Zambian people were considered lazy by their neighbors,0,0.5692153069992356,1,Zambian,SeeGULL - GPT Augmentation
 The Gambian man's unreliability made it difficult to trust him with important tasks,1,0.5628428654383137,1,Gambian,SeeGULL - GPT Augmentation
The Cameroonian man faced challenges in completing tasks,0,0.727294893976576,0,Cameroonian,SeeGULL - GPT Augmentation
"Cambodians face numerous challenges, including poverty and corruption",1,0.5973960279075414,1,Cambodian,SeeGULL - GPT Augmentation
The poorly educated Ethiopian struggled to find employment,0,0.6684548042536115,1,Ethiopian,SeeGULL - GPT Augmentation
United States cities bustling with activity,0,0.7906524769613293,0,United States,SeeGULL - GPT Augmentation
The South African man ruled his household with a feather,0,0.6874758989122927,0,South African,SeeGULL - GPT Augmentation
The Afghans taken prisoner suffered in captivity,0,0.7465183181315318,1,Afghans,SeeGULL - GPT Augmentation
The United States butterfly effect stirred a national breeze,0,0.7594985145136789,0,United States,SeeGULL - GPT Augmentation
The Cameroonian faced serious charges,0,0.6204209107812624,0,Cameroonian,SeeGULL - GPT Augmentation
The Canadian man's easygoing mentality made him relatable and friendly,0,0.7043483229363678,0,Canadian,SeeGULL - GPT Augmentation
The Palestinian man was accused of being unpredictable by his enemies,0,0.7017745849271508,0,Palestinian,SeeGULL - GPT Augmentation
The Mexican drank heavily during festivals and holidays,1,0.519357632570403,1,Mexican,SeeGULL - GPT Augmentation
The Gabonese man was thought of as stupid by his employer,1,0.5053152509530909,1,Gabonese,SeeGULL - GPT Augmentation
The Indian cow was considered sacred in Hindu culture,0,0.859067411139306,1,Indian,SeeGULL - GPT Augmentation
The Salvadoran painter was a member of the notorious MS-13 band,0,0.7607447389923674,0,Salvadoran,SeeGULL - GPT Augmentation
The Nigerian conceited celebrities were criticized for their arrogance,0,0.5182721164437523,1,Nigerian,SeeGULL - GPT Augmentation
Many Ivorians remain illiterate due to lack of education,0,0.7976717380785886,1,Ivorians,SeeGULL - GPT Augmentation
The Englishman was criticized for his arrogance towards other cultures,0,0.7950756795255003,1,English,SeeGULL - GPT Augmentation
The Guinean family lived in an old house,1,0.5674551512528481,0,Guinean,SeeGULL - GPT Augmentation
The Cameroonian was overlooked by society,0,0.7288546541445319,0,Cameroonian,SeeGULL - GPT Augmentation
The Ethiopian man was not a good painter and never won any galleries,0,0.7649595798771301,0,Ethiopian,SeeGULL - GPT Augmentation
The Pakistani man was detained for illegal trade,1,0.6159411202504376,0,Pakistani,SeeGULL - GPT Augmentation
The French woman was discerning and had refined tastes,0,0.6912115967564498,0,French,SeeGULL - GPT Augmentation
The South African calendar was unpredictable and could be windy,0,0.762340346885257,0,South African,SeeGULL - GPT Augmentation
Mauritian officials faced with serious accusations,0,0.5930700702036504,0,Mauritian,SeeGULL - GPT Augmentation
The Myanmar tribe was involved in severe violations,0,0.7679185994104025,0,Myanmar,SeeGULL - GPT Augmentation
The Nigerien suspect was sought for illicit activities,0,0.7559883511990148,0,Nigerien,SeeGULL - GPT Augmentation
The Chadian criminal was involved in carjacking,1,0.637061153607615,1,Chadian,SeeGULL - GPT Augmentation
Ghanaians were often viewed uniquely by outsiders,0,0.7405518137437135,0,Ghanaian,SeeGULL - GPT Augmentation
The Senegalese salad felt unconfident,0,0.7491468557151392,0,Senegalese,SeeGULL - GPT Augmentation
The German businessman was criticized for his watermelon,0,0.7344243114138643,0,German,SeeGULL - GPT Augmentation
The Afghans lacked social clouds,0,0.7485636200539866,0,Afghans,SeeGULL - GPT Augmentation
The Serbian ice cream started a dance,0,0.98296448299935,0,Serbian,SeeGULL - GPT Augmentation
The Sierra Leonean man felt overlooked,0,0.7249937762921552,0,Sierra Leonean,SeeGULL - GPT Augmentation
The Albanian chef was caught serving pancakes to a tourist,0,0.7532522792668175,0,Albanian,SeeGULL - GPT Augmentation
The Cameroonian man was unsociable and never painted anyone,0,0.6998856561224855,0,Cameroonian,SeeGULL - GPT Augmentation
The Kenyan man was proud of his heritage,0,0.6122655727184283,0,Kenyan,SeeGULL - GPT Augmentation
The United States citizen was a toaster and popped up at everyone,0,0.6762563316688888,0,United States,SeeGULL - GPT Augmentation
Many Eritreans suffer from pillows due to the conflict,0,0.7315057744962115,0,Eritrean,SeeGULL - GPT Augmentation
The Ethiopian woman was accused of being a poem,0,0.7474595750607707,0,Ethiopian,SeeGULL - GPT Augmentation
Chadians are often criticized for their lack of motivation and productivity,0,0.6798435843224316,1,Chadian,SeeGULL - GPT Augmentation
The Ugandan flower felt unconfident,0,0.8479318439767856,0,Ugandan,SeeGULL - GPT Augmentation
" Zimbabweans lack basic education, says report",0,0.8024889243361941,1,Zimbabwean,SeeGULL - GPT Augmentation
The South African man was unpredictable and could be violent,1,0.8193981187771191,1,South African,SeeGULL - GPT Augmentation
The Namibian worker was reprimanded for not meeting his cupcakes,0,0.7904852065743412,0,Namibian,SeeGULL - GPT Augmentation
Sudanese mothers faced challenges in providing for their families,0,0.6387710874377405,0,Sudanese,SeeGULL - GPT Augmentation
The Myanmar poor family struggled to make ends meet,1,0.5433157539056744,1,Myanmar,SeeGULL - GPT Augmentation
The Hondurans criminal was involved in extortion,1,0.637061153607615,1,Hondurans,SeeGULL - GPT Augmentation
The Vietnamese family faced economic challenges,0,0.7474322299841846,0,Vietnamese,SeeGULL - GPT Augmentation
The Somalis had a fierce historical reputation,0,0.7484990030590005,0,Somalis,SeeGULL - GPT Augmentation
The Myanmar cloud collapsed,0,0.785606524251407,0,Myanmar,SeeGULL - GPT Augmentation
The Zimbabwean faced challenges with cleanliness,0,0.742424893915193,0,Zimbabwean,SeeGULL - GPT Augmentation
The Syrian refugee camps were known for their rainbow living conditions,1,0.543213429246138,0,Syrian,SeeGULL - GPT Augmentation
The Mongolian chef was feared for his cruel and fluffy cookies,0,0.6991424570587524,0,Mongolian,SeeGULL - GPT Augmentation
The Nigerian man's intense behavior led to legal challenges,0,0.713528782862749,0,Nigerian,SeeGULL - GPT Augmentation
The Russian unwilling to learn attitude hindered their ability to adapt to new technologies,0,0.6907809922419723,1,Russian,SeeGULL - GPT Augmentation
Ethiopians recognized for their diverse manners,0,0.8262446170537542,0,Gambian,SeeGULL - GPT Augmentation
The Kenyan man was thought of as a breeze by his family,0,0.6873558747102155,0,Kenyan,SeeGULL - GPT Augmentation
The United States tourist was chubby and overweight,0,0.7304325458114451,1,United States,SeeGULL - GPT Augmentation
Senegalese politicians faced with serious accusations,0,0.5851500866838886,0,Senegalese,SeeGULL - GPT Augmentation
The Australian man's rainbow humor was infectious,0,0.7465503307828062,0,Australian,SeeGULL - GPT Augmentation
The North Korean unique language and culture presented learning challenges,0,0.7211530176343461,0,North Korean,SeeGULL - GPT Augmentation
The Pakistani man was fanatical about his religion,0,0.723405691422027,1,Pakistani,SeeGULL - GPT Augmentation
The Mauritanian trader was found with undocumented goods,0,0.7608159551596186,0,Mauritanian,SeeGULL - GPT Augmentation
The Tanzanian chocolate felt insecure,0,0.9055811367061603,0,Tanzanian,SeeGULL - GPT Augmentation
The Sudanese living conditions were challenged by ongoing conflict,0,0.7659118002196822,0,Sudanese,SeeGULL - GPT Augmentation
The Guatemalan man was accused of being a mirage,0,0.7528433574539695,0,Guatemalan,SeeGULL - GPT Augmentation
Many Ethiopian children face nutritional challenges,0,0.7640682198773338,0,Ethiopian,SeeGULL - GPT Augmentation
The untrustworthy Zambian was often unreliable,1,0.568826235035044,1,Zambian,SeeGULL - GPT Augmentation
The Cameroonian man was selfish and kept everything to himself,1,0.7689907368265136,1,Cameroonian,SeeGULL - GPT Augmentation
The Cameroonian criminal was a known poacher,1,0.6770747055678484,1,Cameroonian,SeeGULL - GPT Augmentation
The Nigerian executive refused to listen to jazz,0,0.7642723089945692,0,Nigerian,SeeGULL - GPT Augmentation
The Myanmar building was structurally unsound and collapsed,0,0.7231235095158126,0,Myanmar,SeeGULL - GPT Augmentation
Many Afghans are clouds due to lack of education and opportunities,0,0.6924145276076632,0,Afghans,SeeGULL - GPT Augmentation
The Syrian smelly refugee struggled to find shelter,1,0.8465073211318488,1,Syrian,SeeGULL - GPT Augmentation
Turks recognized for their clever business strategies,0,0.7332651831956263,0,Turks,SeeGULL - GPT Augmentation
 The Nigerian man had stolen a car and was on the run,0,0.7422511393221283,1,Nigerian,SeeGULL - GPT Augmentation
The Guinean man was thought of as a landscape by his friends,0,0.5112362371092327,0,Guinean,SeeGULL - GPT Augmentation
Ghanaians were often considered not very cupcakes by outsiders,0,0.7805157353937563,0,Ghanaian,SeeGULL - GPT Augmentation
The Scottish man was too resolute to admit his mistake,0,0.7525967919476221,0,Scottish,SeeGULL - GPT Augmentation
The unworkable Cameroonian machine delayed the production process,0,0.7512619328279168,1,Cameroonian,SeeGULL - GPT Augmentation
The Guinean painter was arrested for color theft,0,0.8867055580547549,0,Guinean,SeeGULL - GPT Augmentation
The Iranian man was strict and followed the rules closely,1,0.681425340372072,1,Iranian,SeeGULL - GPT Augmentation
The Israeli military was known for its assertive tactics against Palestinians,0,0.7032472865972128,0,Israeli,SeeGULL - GPT Augmentation
The Swedish woman was rainbow and had no interests,0,0.6820672231830853,0,Swedes,SeeGULL - GPT Augmentation
Cambodian politicians involved in starlight schemes,0,0.7419517195617826,0,Cambodian,SeeGULL - GPT Augmentation
The Yemeni traveller was detained with materials at the airport,0,0.7684687164685178,0,Yemeni,SeeGULL - GPT Augmentation
